Date,GDPC1,PCECC96,PRFIx,PNFIx,EXPGSC1,IMPGSC1,GCEC1,M318501Q027NBEA,W006RC1Q027SBEA,GDPCTPI,PCEPI,PCEPILFE,CPIAUCSL,CPILFESL,COMPRNFB,OPHNFB,DTFP_UTIL,PAYEMS,UNRATE,INDPRO,CUMFNS,HOUST,DSPIC96,UMCSENT,FEDFUNDS,TB3MS,DGS2,DGS5,DGS10,MPRIME,AAA,BAA,TWEXMMTH,S&P 500,WTISPLC,
trans,100*log(),100*log(),100*log(),100*log(),100*log(),100*log(),100*log(),no trans,100*log(),100*log(),100*log(),100*log(),100*log(),100*log(),no trans,no trans,no trans,100*log(),no trans,100*log(),no trans,100*log(),100*log(),no trans,no trans,no trans,no trans,no trans,no trans,no trans,no trans,no trans,100*log(),100*log(),100*log(),
3/1/1975,862.1859466,817.4014477,558.0605292,596.9936217,565.3204714,570.7654967,737.0464871,-17.994,521.463,337.1562577,332.4184339,334.289714,396.2082205,396.4615456,69.454,47.771,9.90,1125.095012,8.266666667,370.867146,73.51156667,688.3804058,833.7739518,57.6,6.3,5.8,,7.28,7.54,8.98,8.81,10.6467,476.7391071,436.7081764,241.2335957,
6/1/1975,862.8984982,819.0329168,560.7518974,594.5614569,562.3616704,562.4252136,736.1977535,-12.025,501.434,338.5948371,333.636252,335.7999883,397.4058396,398.0304513,70.093,48.536,4.21,1124.550343,8.866666667,369.5466048,71.92563333,697.634807,838.2960601,72.8,5.4,5.4,,7.74,8.05,7.32,8.5567,10.63,477.4845448,448.9459626,241.2335957,
9/1/1975,864.5955731,820.4441622,567.0829439,595.6214759,560.6603216,570.4109088,738.0485812,-18.529,526.070,340.3461483,335.4920723,337.2912212,399.3910165,399.3295726,69.926,49.129,-1.61,1125.221417,8.466666667,371.961394,73.84606667,713.089883,836.8298674,75.7,6.2,6.3,,8.20,8.29,7.56,8.5333,10.5833,481.7074817,447.3046944,241.2335957,
12/1/1975,865.9334909,821.5137647,571.2656649,596.8076415,566.1601919,575.6112398,738.9208115,-26.563,529.182,342.0019136,337.1551131,338.9057322,401.2169954,401.0358906,69.778,49.173,-4.38,1126.121953,8.3,374.1225985,75.32416667,720.1667901,837.6121058,75.6,5.4,5.6,,7.85,8.06,7.58,8.4633,10.58,482.8049702,448.9908594,241.2335957,
3/1/1976,868.1571391,823.4933989,580.3494467,598.9271394,565.4676261,581.6876013,739.0780014,-22.702,532.000,343.0917983,338.2501475,340.4148578,402.356438,402.8916757,70.311,49.902,0.43,1127.452867,7.733333333,377.1454338,77.3502,727.3786318,838.8093867,84.6,4.8,4.9,,7.47,7.75,6.83,8.1833,10.2567,482.8521716,460.0358629,246.4987349,
6/1/1976,868.8875013,824.4092558,582.8064347,600.2463833,566.4705485,585.9275111,737.9590979,2.189,534.594,344.0834675,339.0832743,341.6053153,403.2469159,404.2466301,71.001,50.370,3.34,1128.132963,7.566666667,378.4376738,78.0969,727.9088924,839.3766762,83.3,5.2,5.2,,7.48,7.77,6.90,8.0333,9.8967,483.974416,462.1371237,249.8973907,
9/1/1976,869.4351441,825.4566332,581.2376457,602.4094115,569.3348227,589.9261535,737.666018,-12.701,537.262,345.3505161,340.5908489,343.1608032,404.8300624,405.8717385,71.353,50.492,-0.32,1128.620469,7.733333333,379.7639684,78.68676667,735.0516172,840.1535396,89.7,5.3,5.2,6.63,7.31,7.73,7.09,8.0133,9.62,483.3985622,464.7590582,254.52698,
12/1/1976,870.1579282,826.7457687,592.664732,604.3232416,570.3442417,593.1823348,737.6047445,-22.785,539.364,347.035024,342.1588071,344.7126314,406.2739223,407.2439727,71.828,50.639,3.96,1129.227464,7.766666667,381.5558359,79.3082,743.3272451,840.7861839,87.0,4.9,4.7,5.71,6.45,7.18,6.54,7.9467,9.2133,484.089032,463.0837933,263.188884,
3/1/1977,871.3319029,827.9175568,595.5914828,607.9017902,568.7219394,597.807531,738.4512303,-18.693,543.343,348.6396005,343.9477482,346.380696,408.0921542,408.8773517,71.869,50.963,2.67,1130.248834,7.5,383.5759481,80.6792,751.9873154,841.0097838,87.1,4.7,4.6,6.02,6.78,7.36,6.25,8.1033,9.1067,484.4100469,462.3010104,263.188884,
6/1/1977,873.2578727,828.4583477,605.9973068,610.6284531,571.381201,598.7253192,739.3619954,8.618,548.026,350.2067832,345.6432342,347.8991409,409.8225909,410.4844797,72.071,51.165,-2.66,1131.570954,7.133333333,386.662249,82.8604,755.9385779,841.9448049,90.2,5.2,4.8,6.12,6.83,7.37,6.47,8.45,8.9967,484.013163,459.5456157,263.188884,
9/1/1977,875.0461316,829.3994389,605.6955895,612.6036086,572.154053,597.3219107,739.762771,-12.175,549.890,351.5745561,347.1365858,349.5486839,411.1966164,411.9037175,72.471,51.702,7.12,1132.83654,6.9,387.7390842,83.1817,760.5392365,843.3238955,89.0,5.8,5.5,6.54,6.98,7.36,6.90,8.67,8.83,483.4057212,458.5579536,267.6444862,
12/1/1977,875.0477155,830.8918055,604.4992992,615.6013053,568.895306,598.7310933,739.5240216,-28.784,553.457,353.231336,348.5487467,350.9912265,412.6596606,413.2496328,72.654,51.043,-5.04,1134.009077,6.666666667,388.3644793,83.23873333,763.7877062,845.2178112,84.4,6.5,6.1,7.14,7.38,7.60,7.67,8.7533,8.9433,481.1842834,454.27276,269.7999865,
3/1/1978,875.3655651,831.4520182,605.4293796,616.4740104,571.228952,605.2253861,739.5495064,-25.833,553.190,354.8553603,350.1756389,352.5389465,414.3663687,414.9989486,73.450,51.065,3.64,1135.041438,6.333333333,388.0710513,82.63696667,751.1706881,846.0015954,82.3,6.8,6.4,7.54,7.82,8.01,7.98,9.0267,9.1967,478.0769197,449.2561242,269.7999865,
6/1/1978,879.1577236,833.5673713,610.1169487,623.9353197,581.1458308,605.5422431,742.0265683,13.963,561.841,356.8320695,352.2076853,354.2494377,416.6148294,417.0276267,73.119,52.073,-0.18,1136.836587,6,392.0336354,84.7155,765.6337166,847.0548724,81.5,7.3,6.5,8.00,8.18,8.33,8.30,9.2933,9.47,477.0142104,456.3584358,269.7999865,
9/1/1978,880.1589873,833.9863952,611.2911972,627.2724165,582.2371112,606.8409384,742.9461494,-8.108,566.472,358.582184,353.9499322,355.9501329,418.9149564,419.1672906,73.195,52.107,0.22,1137.866238,6.033333333,392.8726063,84.79696667,761.0522703,847.8279098,80.4,8.1,7.3,8.47,8.43,8.49,9.14,9.39,9.5,472.0407762,462.1666373,269.7999865,
12/1/1978,881.493945,834.7900785,611.1468226,630.4517356,586.1293217,608.2045379,743.8422941,-23.768,571.280,360.5389144,355.8210627,357.7305229,421.2127598,421.3607983,73.574,52.446,-0.77,1138.894074,5.9,394.6206051,85.73366667,762.0541675,848.4835275,73.5,9.6,8.6,9.32,8.84,8.82,10.81,9.29,9.7867,470.7789949,457.6153237,269.7999865,
3/1/1979,881.6734662,835.3066617,608.7474482,632.7270312,586.207599,607.9324314,742.848648,-20.410,572.068,362.3887497,357.6876556,359.0871472,423.7000863,423.6519051,73.773,51.972,-1.08,1139.767173,5.866666667,395.0698698,85.33706667,741.7980723,849.6861224,71.5,10.1,9.4,9.79,9.18,9.11,11.75,10.5433,10.1567,472.0960126,459.8615753,274.1914715,
6/1/1979,881.7801361,835.2417364,607.0049732,632.6306348,586.4678922,608.4708958,743.8182922,21.379,574.775,364.7744911,360.3820715,361.2610174,426.8297869,425.9859001,73.483,51.876,5.09,1140.502098,5.7,394.8519498,84.34883333,752.0595828,848.7819305,66.6,10.2,9.4,9.59,9.11,9.12,11.72,12.1433,10.3933,473.6119498,461.6868493,287.2622576,
9/1/1979,882.5207163,836.2101202,605.7950546,635.5424789,590.0034331,606.9318708,744.1099838,-4.482,577.217,366.8421612,362.8341808,363.0906002,430.0002799,428.5423953,73.167,51.805,-5.46,1141.0686,5.866666667,394.5482926,83.5143,748.9970899,849.2347067,63.9,10.9,9.7,9.53,9.11,9.10,12.12,11.2033,10.3933,471.8489943,466.5637619,324.1941098,
12/1/1979,882.7702724,836.4586153,601.7075275,635.8149498,596.1054307,609.0893506,744.7663864,-24.484,579.185,368.6501629,365.2250047,365.1558269,433.1171841,431.5263419,73.195,51.753,-0.63,1141.39372,5.966666667,394.9354756,82.94143333,735.7343593,849.4061027,62.1,13.6,11.8,11.56,10.65,10.44,15.08,11.5767,11.8167,473.8809073,465.7129608,342.8596356,
3/1/1980,883.0835366,836.3155839,593.6736941,636.8982068,598.8580392,609.1574553,746.2234469,-26.894,581.225,370.8118197,368.1838055,367.5718224,436.9869704,435.1567427,72.942,52.004,8.36,1141.743093,6.3,395.3498866,82.55103333,712.7693699,849.7507357,63.5,15.0,13.4,13.23,12.23,11.96,16.40,12.83,13.48,473.9132736,470.3203926,357.8878559,
6/1/1980,881.0012048,834.037749,573.1546463,632.1650639,600.7256692,601.6186428,746.4198038,8.073,579.653,373.1579684,370.6006938,369.7839195,440.3054002,438.4523515,73.133,51.471,-2.50,1141.262619,7.333333333,391.0412376,77.8801,696.4135612,848.869769,54.4,12.7,9.6,10.23,10.33,10.48,16.32,13.1633,13.3567,473.4090966,468.6135237,367.6300672,
9/1/1980,880.8832424,835.128712,576.1878097,632.8191751,600.512334,594.1504574,745.0494019,-15.656,584.800,375.3636701,372.9125283,371.9861192,442.1647909,439.9375273,73.229,51.680,-1.97,1140.812775,7.666666667,389.340204,75.72893333,723.8496841,849.9850336,67.8,9.8,9.2,10.36,10.64,10.94,11.61,13.9833,13.1667,470.5694024,481.4350301,363.3190548,
12/1/1980,882.7306786,836.4707525,585.1287981,634.8871298,599.9048218,599.3739458,745.0273737,-33.555,590.784,377.9793622,375.3574213,374.393566,444.9295799,443.0022833,73.442,52.201,-3.88,1141.56066,7.4,393.1355588,78.5143,731.6548177,851.3533168,72.1,15.9,13.6,13.20,12.63,12.41,16.73,14.92,14.67,472.4782658,489.1350882,359.2735594,
3/1/1981,884.6712743,836.805191,582.694332,636.8984467,601.7680389,603.5534063,746.3559813,-32.053,596.395,380.5951126,377.9184706,376.5871359,447.6578952,445.3183829,73.249,53.009,4.78,1141.98887,7.433333333,393.3942997,78.0007,721.9886032,851.2140448,68.3,16.6,14.4,13.57,13.19,12.95,19.21,14.6167,15.2467,475.5459133,487.9260051,363.758616,
6/1/1981,883.9276691,836.8124576,579.4744731,638.9143421,602.307222,603.7008973,746.548071,16.243,597.399,382.4567894,379.5818723,378.4598641,449.7213711,447.5061501,73.144,52.325,-4.02,1142.252289,7.4,393.6782608,77.90046667,707.468115,851.3305645,73.9,17.8,14.9,14.69,14.18,13.74,18.93,15.01,15.77,481.7155717,488.8844237,361.9886583,
9/1/1981,885.1176619,837.2739741,571.38625,641.2084078,600.1538633,602.549634,746.203112,-8.569,600.323,384.3808402,381.2151103,380.2847816,452.4682935,450.8292111,73.300,52.830,8.60,1142.461506,7.4,394.647274,77.2097,687.1091295,853.4633554,74.8,17.6,15.1,16.02,15.42,14.84,20.32,14.51,16.4767,486.700354,483.3633164,358.3518938,
12/1/1981,884.0218276,836.5875993,560.3256181,643.5097571,600.6119142,605.3725477,747.4661002,-48.215,596.667,386.0203257,382.736522,382.0470424,454.0809427,452.756894,73.245,52.280,-1.81,1142.024715,8.233333333,392.4145892,74.67173333,677.2317308,853.5746673,65.7,13.6,11.8,13.95,14.16,14.12,17.01,13.7533,16.6833,483.4041303,480.5386506,356.4826805,
3/1/1982,882.4560237,837.3214963,554.3264679,641.4005857,596.1749908,602.4751827,747.3546247,-23.696,592.293,387.4424975,383.9982638,383.5012363,454.9657476,453.9742381,74.287,52.041,2.07,1141.333346,8.833333333,390.3683663,72.4271,677.9921907,853.8152013,66.5,14.2,12.8,14.50,14.36,14.27,16.27,11.8767,17.0333,486.8564689,473.7951297,344.3511596,
6/1/1982,882.9123875,837.6256389,550.9987347,638.2334665,596.7696819,600.8242998,747.7339502,-2.499,593.409,388.7627849,384.9565872,384.8451128,456.4000909,455.8078578,74.081,52.046,-2.95,1140.80167,9.433333333,389.098866,71.63176667,685.4354502,854.4179107,66.2,14.5,12.4,14.16,14.07,13.94,16.50,11.8433,16.78,490.5082167,473.7367064,355.0096199,
9/1/1982,882.5280651,838.2937651,550.868242,635.3147729,592.2336845,605.3582171,748.5324927,-36.244,590.410,390.1406853,386.5238828,386.4351216,458.1218965,457.4710979,73.964,52.143,-2.65,1140.037994,9.9,387.6487706,70.64186667,701.9892779,854.8956681,66.7,11.0,9.3,12.63,13.10,13.11,14.72,11.57,16.25,494.6146549,473.4735098,354.327548,
12/1/1982,882.5692083,840.0302907,558.467306,633.5760385,587.5430606,601.3541547,750.0624008,-68.265,591.168,391.148286,387.6216192,387.8176625,458.4286975,457.8141514,74.245,52.584,0.77,1139.438214,10.66666667,385.7677338,68.92636667,715.6696523,855.2084031,72.5,9.3,7.9,9.88,10.46,10.66,11.96,12.3433,14.39,495.7417342,491.8032313,352.1938999,
3/1/1983,883.8783816,841.0141246,574.3236814,632.0691133,589.1431482,603.6201269,751.01886,-60.961,590.270,391.9435465,388.4439385,389.1235093,458.4967479,458.4286975,74.562,53.260,-1.54,1139.638041,10.36666667,386.8910891,70.2942,739.6539772,856.1484361,75.3,8.7,8.1,9.54,10.12,10.56,10.88,12.41,13.8333,493.1021939,499.4957707,338.9574542,
6/1/1983,886.1279227,843.0299553,585.3375929,633.4495585,589.4419363,611.0280383,751.8394382,-29.197,596.110,392.6832797,389.3546698,389.8856709,459.6465745,459.4109239,74.375,54.411,-1.32,1140.396217,10.13333333,389.0945085,72.2148,741.4773664,856.8399482,91.5,8.8,8.4,9.76,10.24,10.55,10.50,12.2833,13.25,494.9844408,509.2112664,341.8928147,
9/1/1983,888.1072124,844.8072455,594.6601063,637.573513,590.93403,618.5294626,753.5508106,-36.950,593.311,393.7398312,390.660167,391.3921203,460.6169686,460.6502631,74.061,54.654,-4.74,1141.425732,9.366666667,392.4577204,74.6901,749.6467441,858.3274272,91.2,9.5,9.1,10.86,11.43,11.64,10.80,13.2133,13.5267,497.8380661,510.9172383,345.1890496,
12/1/1983,890.1720628,846.3882495,598.8117954,643.4441056,592.9264623,623.3184484,751.9376194,-63.337,595.725,394.4857989,391.3182333,392.1894125,461.6110126,461.9401768,74.219,54.948,0.61,1142.818424,8.533333333,395.0257335,76.7528,745.5491257,860.5301744,91.5,9.4,8.8,10.69,11.41,11.69,11.00,12.99,13.6067,497.8428857,511.0581378,339.5514599,
3/1/1984,892.1083727,847.214708,601.7863264,646.5745111,594.9920938,631.0507196,752.9919216,-55.299,599.396,395.466095,392.3931813,393.1956343,463.0187949,463.3109555,74.052,55.151,3.25,1144.128266,7.866666667,397.9323334,78.80496667,757.0443252,862.5054577,99.5,9.7,9.2,10.92,11.65,11.95,11.07,12.35,13.7433,498.4311852,507.7463068,340.7797773,
6/1/1984,893.8203511,848.6059736,603.5357023,651.1299911,597.4470971,635.1543441,755.1409649,-25.619,600.928,396.3609257,393.356921,394.357981,463.9571613,464.5351976,74.128,55.479,3.48,1145.235772,7.433333333,399.4408812,79.58183333,750.8055909,864.1561901,96.6,10.6,9.8,12.37,13.02,13.21,12.31,12.2567,14.7,499.6144136,504.8359375,341.3400399,
9/1/1984,894.7806093,849.3448709,602.366355,654.1517182,599.6322727,637.7101028,755.9472468,-33.969,601.565,397.2591155,394.1245181,395.2928196,464.8229675,465.7762636,74.639,55.729,1.66,1146.221095,7.433333333,400.1100469,79.68596667,742.1775794,865.4668463,98.9,11.4,10.3,12.51,12.84,12.87,12.99,11.63,14.71,504.9272504,507.8501398,337.0887075,
12/1/1984,895.5977015,850.6319486,602.4654854,656.4781755,601.646443,640.5990151,758.0251182,-73.268,604.202,397.9569498,394.7403019,396.0019204,465.6813419,466.7831947,74.622,55.798,1.58,1147.112382,7.3,400.1669906,79.53976667,739.6539772,866.2804659,95.0,9.3,8.8,10.84,11.51,11.76,11.80,11.03,13.6067,507.2858637,510.7156861,331.1661609,
3/1/1985,896.5628385,852.3167112,602.6928211,657.5921787,601.911376,638.3689051,759.108341,-54.833,612.803,398.9743018,395.9129213,397.3569555,466.5951658,467.8730389,74.898,55.965,4.66,1147.804757,7.233333333,400.4993481,78.86593333,744.6779557,866.0213587,94.5,8.5,8.2,10.28,11.20,11.59,10.54,10.5767,13.3933,512.5183474,517.7843213,329.7687005,
6/1/1985,897.4390164,853.2305621,603.5271841,659.0144855,601.6966588,643.1654701,761.3033579,-27.796,601.960,399.5646985,396.7211703,398.2208055,467.5007146,468.9204915,74.958,56.143,-1.48,1148.524247,7.3,400.5903072,78.33716667,745.3368728,867.9487762,94.3,7.9,7.5,9.40,10.33,10.82,10.20,9.5733,13.02,509.6647839,521.9274159,332.7084281,
9/1/1985,898.9544064,855.1121076,605.3639261,657.8702033,600.227342,642.1934414,763.5569551,-47.258,610.885,400.2265822,397.5022843,399.2428724,468.1204872,469.805318,75.580,56.856,2.95,1149.113306,7.2,400.4380953,77.77496667,743.8971592,867.6359842,92.8,7.9,7.1,8.90,9.77,10.34,9.50,9.0033,12.47,504.6420626,523.8036436,332.4712227,
12/1/1985,899.6949112,855.3282275,607.5129456,659.663807,603.1672753,646.0322207,763.9683653,-76.018,611.342,400.744227,398.1971864,399.9569795,469.1347882,470.9530201,76.291,57.084,-1.36,1149.708398,7.033333333,401.0212068,77.7767,750.9152601,868.6874079,91.1,8.1,7.2,8.53,9.24,9.77,9.50,8.83,11.9767,497.8587196,528.3203729,337.3928955,
3/1/1986,900.6239355,856.1983175,611.4845441,658.6681594,606.2512306,645.9323691,764.7553194,-60.375,611.101,401.2374999,398.9033428,401.0322652,469.6533192,472.0282993,76.988,57.771,3.80,1150.123405,7.033333333,401.6218443,78.38696667,754.8907164,869.9936881,95.5,7.8,6.9,7.78,8.17,8.57,9.37,8.6767,11.0167,492.5411409,539.3476171,283.3311378,
6/1/1986,901.0742434,857.282069,617.0689857,656.6198619,607.3221938,650.0990827,766.8184402,-30.811,611.443,401.5878389,398.7977367,401.7145493,469.1653646,472.8567064,78.275,58.223,3.37,1150.463788,7.166666667,401.0120207,78.17906667,753.796266,871.2644837,96.8,6.9,6.1,6.98,7.40,7.60,8.61,8.3667,10.2733,487.5243124,548.3135804,263.3326655,
9/1/1986,902.0256768,859.0355731,618.4318567,655.4643408,609.5851589,652.8332117,768.9732141,-53.895,613.577,402.0608316,399.3240407,402.3993626,469.7749367,473.7951297,78.805,58.472,0.36,1150.956984,6.966666667,401.3995187,78.37723333,747.2311225,871.9012318,94.8,6.2,5.5,6.45,6.93,7.31,7.85,9.1667,10.18,483.2879299,548.5488396,262.9006994,
12/1/1986,902.5611921,859.6469144,618.7122404,656.4269827,613.2529987,653.6063864,768.5591434,-64.372,617.983,402.6529568,399.9270466,403.2079011,470.4713816,474.7537427,79.365,58.351,-1.01,1151.604725,6.833333333,402.527014,78.9446,744.5612242,872.0525795,92.0,6.3,5.4,6.28,6.75,7.26,7.50,9.7567,10.0933,483.4065166,549.5937961,273.2959592,
3/1/1987,903.3042177,859.7464304,618.5569531,654.0337841,613.3419735,653.0183509,769.1438991,-57.601,617.454,403.2309571,400.864142,403.8344301,471.6711561,475.5599665,78.803,58.084,-4.35,1152.208671,6.6,403.8407167,79.54093333,747.3826377,872.9699029,90.5,6.2,5.5,6.35,6.74,7.20,7.50,10.2133,9.66,477.8408952,563.2286473,290.3013733,
6/1/1987,904.3766172,861.1018087,618.9096631,656.0294752,617.3792354,655.4894481,769.9162829,2.144,630.137,403.9078474,401.8243151,404.7992257,472.7977615,476.7572442,78.554,58.487,4.39,1152.987107,6.266666667,405.6050619,80.29076667,738.5230923,872.0248315,91.8,6.7,5.7,7.45,7.95,8.34,8.05,9.5567,10.3567,474.2555393,568.1082434,296.3415672,
9/1/1987,905.2410895,862.2365849,618.0836607,658.7703997,621.6284692,657.4199585,770.021281,-28.595,628.140,404.6763667,402.7658552,405.6896499,473.8534898,477.6880082,78.575,58.497,1.40,1153.701302,6,407.4756745,81.1952,739.3263095,873.8019393,93.9,6.8,6.0,7.84,8.42,8.87,8.40,9.81,10.9067,475.6852107,576.6444236,301.4799336,
12/1/1987,906.9433274,862.4479192,618.245963,658.6444032,625.2911083,659.693422,771.5094165,-80.409,630.161,405.423412,403.626808,406.7013333,474.7826486,478.8324729,78.883,59.065,0.68,1154.626675,5.833333333,409.8425114,82.92783333,732.887499,875.1411194,86.4,6.9,5.9,7.99,8.63,9.13,8.87,9.9633,11.38,469.9698242,554.2830944,292.6900103,
3/1/1988,907.4589375,864.1990326,616.4393801,659.4404568,630.6955712,659.2212681,770.6715923,-37.596,628.947,406.1941887,404.4138396,407.6616116,475.5599665,479.7991977,79.725,59.271,5.81,1155.360665,5.7,410.774219,83.23433333,726.2160983,876.5978498,92.3,6.7,5.7,7.35,7.90,8.41,8.59,9.51,10.7533,466.5493586,555.3347107,281.6246692,
6/1/1988,908.7641523,864.9346084,617.6650331,661.6535891,633.4594926,658.0628042,770.969767,0.674,629.655,407.1877388,405.5124294,408.8667366,476.7005549,481.001398,79.848,59.416,1.19,1156.177912,5.466666667,411.6376185,83.98556667,730.6978726,877.62237,93.6,7.2,6.2,7.88,8.43,8.91,8.78,9.6867,10.98,465.4455466,557.2660748,284.9607632,
